Requested URL,Final URL,Performance: First Contentful Paint (numeric),Performance: Speed Index (numeric),Performance: Largest Contentful Paint (numeric),Performance: Time to Interactive (numeric),Performance: Total Blocking Time (numeric),Performance: Cumulative Layout Shift (numeric),Performance: First CPU Idle (numeric),Performance: Max Potential First Input Delay (numeric),Performance: First Meaningful Paint (numeric),Performance: Estimated Input Latency (numeric),Performance: Eliminate render-blocking resources (numeric),Performance: Properly size images (numeric),Performance: Defer offscreen images (numeric),Performance: Minify CSS (numeric),Performance: Minify JavaScript (numeric),Performance: Remove unused CSS (numeric),Performance: Remove unused JavaScript (numeric),Performance: Efficiently encode images (numeric),Performance: Serve images in next-gen formats (numeric),Performance: Enable text compression (numeric),Performance: Preconnect to required origins (numeric),Performance: Initial server response time was short (binary),Performance: Avoid multiple page redirects (numeric),Performance: Preload key requests (numeric),Performance: Use video formats for animated content (numeric),Performance: Avoids enormous network payloads (numeric),Performance: Serve static assets with an efficient cache policy (numeric),Performance: Avoids an excessive DOM size (numeric),Performance: Avoid chaining critical requests (informative),Performance: User Timing marks and measures (notApplicable),Performance: JavaScript execution time (numeric),Performance: Minimizes main-thread work (numeric),Performance: Ensure text remains visible during webfont load (binary),Performance: Performance budget (notApplicable),Performance: Timing budget (notApplicable),Performance: Keep request counts low and transfer sizes small (informative),Performance: Minimize third-party usage (binary),Performance: Largest Contentful Paint element (informative),Performance: Avoid large layout shifts (informative),Performance: Uses HTTP/2 for its own resources (binary),Performance: Uses passive listeners to improve scrolling performance (binary),Performance: Avoids `document.write()` (binary),Performance: Avoid long main-thread tasks (informative),Performance: Network Requests (informative),Performance: Network Round Trip Times (informative),Performance: Server Backend Latencies (informative),Performance: Tasks (informative),Performance: Diagnostics (informative),Performance: Metrics (informative),Performance: Screenshot Thumbnails (informative),Performance: Final Screenshot (informative)
http://dfwfreeways.com/,http://dfwfreeways.com/,1,1,0.69,1,1,1,1,1,1,1,0.86,1,1,1,1,1,1,0.75,0.41,0.67,1,1,1,1,1,1,0.19,0.86,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"
http://dfwfreeways.com/Default/Error404?aspxerrorpath=%2FScripts%2Ftarget%5B,http://dfwfreeways.com/Default/Error404?aspxerrorpath=%2FScripts%2Ftarget%5B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"
http://dfwfreeways.com/Default/Error404?aspxerrorpath=%2Fa,http://dfwfreeways.com/Default/Error404?aspxerrorpath=%2Fa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"
http://dfwfreeways.com/aerial/bush/all,http://dfwfreeways.com/aerial/bush/all,0.94,0.95,0.74,0.94,1,1,0.99,0.8,0.94,1,0.47,1,1,1,0.43,1,0.36,0,0,0.67,1,1,1,1,1,0.7,0,0.77,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"
http://dfwfreeways.com/aerial/bush/carrollton,http://dfwfreeways.com/aerial/bush/carrollton,0.98,0.96,0.99,0.99,1,1,1,0.95,0.98,1,0.47,1,1,1,0.5,1,0.45,1,0.88,1,1,1,1,1,1,1,0.32,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"
http://dfwfreeways.com/aerial/bush/dnt,http://dfwfreeways.com/aerial/bush/dnt,0.97,0.89,0.98,0.96,1,1,1,0.92,0.97,1,0.46,1,1,1,0.45,1,0.38,0.58,0.49,1,1,1,1,1,1,1,0.17,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"
http://dfwfreeways.com/aerial/bush/i30,http://dfwfreeways.com/aerial/bush/i30,0.98,0.98,0.99,0.98,1,1,1,0.94,0.98,1,0.47,1,1,1,0.48,1,0.41,0.58,0.48,1,1,1,1,1,1,1,0.2,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"
http://dfwfreeways.com/aerial/bush/i35e,http://dfwfreeways.com/aerial/bush/i35e,0.97,0.97,0.99,0.96,1,1,1,0.89,0.97,1,0.47,1,1,1,0.43,1,0.36,0.26,0.2,0.88,1,1,1,1,1,1,0.04,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"
http://dfwfreeways.com/aerial/bush/i635,http://dfwfreeways.com/aerial/bush/i635,0.97,0.96,0.99,0.96,1,1,1,0.92,0.97,1,0.47,1,1,1,0.43,1,0.36,0.45,0.41,0.88,1,1,1,1,1,1,0.09,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"
http://dfwfreeways.com/aerial/bush/plano,http://dfwfreeways.com/aerial/bush/plano,0.97,0.98,0.99,0.97,1,1,1,0.94,0.97,1,0.47,1,1,1,0.46,1,0.39,0.49,0.47,0.88,1,1,1,1,1,1,0.15,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"
